scientific_name;sharecount;article_cnt;gl_hits;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution;common_name
Eschrichtius robustus;8067.0;59;143000;1;Animalia;Mammalia;Cetacea;Eschrichtiidae;Eschrichtius;robustus;I;Canada,China,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;; Rip-sack
Manis gigantea;7874.0;50;13300;0;Animalia;Mammalia;Pholidota;Manidae;Manis;gigantea;I;Angola,Cameroon,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Ghana,Guinea,Kenya,Liberia,Niger,Rwanda,Senegal,Sierra Leone,Uganda;;Giant Ground Pangolin
Manis gigantea;7874.0;50;13300;0;Animalia;Mammalia;Pholidota;Manidae;Manis;gigantea;I;Angola,Cameroon,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Ghana,Guinea,Kenya,Liberia,Niger,Rwanda,Senegal,Sierra Leone,Uganda;; Giant Pangolin
Manis javanica;7803.0;39;103000;0;Animalia;Mammalia;Pholidota;Manidae;Manis;javanica;I;Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Singapore,Thailand,Viet Nam;;Malayan Pangolin
Manis javanica;7803.0;39;103000;0;Animalia;Mammalia;Pholidota;Manidae;Manis;javanica;I;Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Singapore,Thailand,Viet Nam;; Sunda Pangolin
Rhinoceros sondaicus;7666.0;42;88700;0;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Rhinoceros;sondaicus;I;Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;Bangladesh;Javan Rhinoceros
Pezoporus wallicus;7483.0;42;61100;0;Animalia;Aves;Psittaciformes;Psittacidae;Pezoporus;wallicus;I;Australia;; Ground Parrot
Neofelis diardi;7479.0;61;37600;0;Animalia;Mammalia;Carnivora;Felidae;Neofelis;diardi;I;Brunei Darussalam,Indonesia,Malaysia,Singapore;;Clouded Leopard
Neofelis diardi;7479.0;61;37600;0;Animalia;Mammalia;Carnivora;Felidae;Neofelis;diardi;I;Brunei Darussalam,Indonesia,Malaysia,Singapore;; Sunda clouded leopard
Cacatua goffiniana;7469.0;12;21200;0;Animalia;Aves;Psittaciformes;Cacatuidae;Cacatua;goffiniana;I;Indonesia,Solomon Islands;;Goffin's Cockatoo
Leopardus tigrinus;7437.0;27;77300;0;Animalia;Mammalia;Carnivora;Felidae;Leopardus;tigrinus;I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guyana,Panama,Peru,Suriname,Venezuela (Bolivarian Republic of);;Little Spotted Cat
Leopardus tigrinus;7437.0;27;77300;0;Animalia;Mammalia;Carnivora;Felidae;Leopardus;tigrinus;I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guyana,Panama,Peru,Suriname,Venezuela (Bolivarian Republic of);; Oncilla
Leopardus tigrinus;7437.0;27;77300;0;Animalia;Mammalia;Carnivora;Felidae;Leopardus;tigrinus;I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guyana,Panama,Peru,Suriname,Venezuela (Bolivarian Republic of);; Tiger Cat
Leopardus tigrinus;7437.0;27;77300;0;Animalia;Mammalia;Carnivora;Felidae;Leopardus;tigrinus;I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guyana,Panama,Peru,Suriname,Venezuela (Bolivarian Republic of);; Northern tiger cat
Tapirus bairdii;7386.0;46;94300;0;Animalia;Mammalia;Perissodactyla;Tapiridae;Tapirus;bairdii;I;Belize,Colombia,Costa Rica,Ecuador,Guatemala,Honduras,Mexico,Nicaragua,Panama;El Salvador;Baird's Tapir
Tapirus bairdii;7386.0;46;94300;0;Animalia;Mammalia;Perissodactyla;Tapiridae;Tapirus;bairdii;I;Belize,Colombia,Costa Rica,Ecuador,Guatemala,Honduras,Mexico,Nicaragua,Panama;El Salvador; Central American Tapir
Pithecophaga jefferyi;7112.0;35;77600;0;Animalia;Aves;Falconiformes;Accipitridae;Pithecophaga;jefferyi;I;Philippines;;Great Philippine Eagle
Pithecophaga jefferyi;7112.0;35;77600;0;Animalia;Aves;Falconiformes;Accipitridae;Pithecophaga;jefferyi;I;Philippines;; Monkey-eating Eagle
Pithecophaga jefferyi;7112.0;35;77600;0;Animalia;Aves;Falconiformes;Accipitridae;Pithecophaga;jefferyi;I;Philippines;; Philippine Eagle
Semnopithecus hector;7078.0;19;6710;0;Animalia;Mammalia;Primates;Cercopithecidae;Semnopithecus;hector;I;India,Nepal;;Gray langur
Pygathrix nemaeus;6623.0;61;49000;0;Animalia;Mammalia;Primates;Cercopithecidae;Pygathrix;nemaeus;I;Lao People's Democratic Republic,Viet Nam;;Douc
Pygathrix nemaeus;6623.0;61;49000;0;Animalia;Mammalia;Primates;Cercopithecidae;Pygathrix;nemaeus;I;Lao People's Democratic Republic,Viet Nam;; Douc Langur
Pygathrix nemaeus;6623.0;61;49000;0;Animalia;Mammalia;Primates;Cercopithecidae;Pygathrix;nemaeus;I;Lao People's Democratic Republic,Viet Nam;; Red-shanked douc
Pygathrix nemaeus;6623.0;61;49000;0;Animalia;Mammalia;Primates;Cercopithecidae;Pygathrix;nemaeus;I;Lao People's Democratic Republic,Viet Nam;; Red-shanked Douc Langur
Ceratotherium simum;6290.0;62;327000;1;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Ceratotherium;simum;I;Democratic Republic of the Congo,South Africa,South Sudan;Angola,Central African Republic,Chad,Eswatini,Mozambique,Namibia,Uganda,Zimbabwe; Square-lipped Rhinoceros
Ceratotherium simum;6290.0;62;327000;1;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Ceratotherium;simum;I;Democratic Republic of the Congo,South Africa,South Sudan;Angola,Central African Republic,Chad,Eswatini,Mozambique,Namibia,Uganda,Zimbabwe; White rhino
Ceratotherium simum;6290.0;62;327000;1;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Ceratotherium;simum;I;Democratic Republic of the Congo,South Africa,South Sudan;Angola,Central African Republic,Chad,Eswatini,Mozambique,Namibia,Uganda,Zimbabwe; White Rhinoceros
Ceratotherium simum;6290.0;62;327000;1;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Ceratotherium;simum;I;Democratic Republic of the Congo,South Africa,South Sudan;Angola,Central African Republic,Chad,Eswatini,Mozambique,Namibia,Uganda,Zimbabwe;Grass Rhinoceros
Bos sauveli;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;;Grey ox
Bos sauveli;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;; Kouprey
Orcaella brevirostris;6051.0;52;71000;0;Animalia;Mammalia;Cetacea;Delphinidae;Orcaella;brevirostris;I;Australia,Bangladesh,Brunei Darussalam,Cambodia,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Papua New Guinea,Philippines,Singapore,Thailand,Viet Nam;;Irrawaddy Dolphin
Orcaella brevirostris;6051.0;52;71000;0;Animalia;Mammalia;Cetacea;Delphinidae;Orcaella;brevirostris;I;Australia,Bangladesh,Brunei Darussalam,Cambodia,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Papua New Guinea,Philippines,Singapore,Thailand,Viet Nam;; Snubfin Dolphin
Eretmochelys imbricata;6040.0;36;430000;1;Animalia;Reptilia;Testudines;Cheloniidae;Eretmochelys;imbricata;I;Albania,American Samoa,Anguilla (United Kingdom),Antigua and Barbuda,Aruba,Australia,Bahamas,Bahrain,Bangladesh,Barbados,Belize,Benin,Bermuda (United Kingdom),Brazil,British Indian Ocean Territory (United Kingdom),British Virgin Islands (United Kingdom),Brunei Darussalam,Cabo Verde,Cambodia,Cameroon,Cayman Islands (United Kingdom),China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Cuba,Curaçao,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Fiji,France,French Guiana [FR],French Polynesia,French Southern and Antarctic Territories,Gabon,Gambia,Ghana,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran (Islamic Republic of),Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kiribati,Kuwait,Liberia,Macau,Madagascar,Malaysia,Maldives,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Montserrat (United Kingdom),Mozambique,Myanmar,Namibia,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Nigeria,Northern Mariana Islands,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Pitcairn Islands (United Kingdom),Portugal,Puerto Rico,Qatar,Réunion,Saint Helena and Dependencies (United Kingdom),Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Sint Maarten,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan,Suriname,Taiwan, Province of China,Thailand,Togo,Tokelau,Tonga,Trinidad and Tobago,Turks and Caicos Islands (United Kingdom),Tuvalu,United Arab Emirates,United Republic of Tanzania,United States of America,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Wallis and Futuna Islands,Yemen;;Hawksbill Turtle
Ara ambiguus;6007.0;21;44800;0;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;I;Colombia,Costa Rica,Ecuador,Honduras,Nicaragua,Panama;; Great Green Macaw
Speothos venaticus;5800.0;14;74100;0;Animalia;Mammalia;Carnivora;Canidae;Speothos;venaticus;I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Panama,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of);;Bush Dog
Speothos venaticus;5800.0;14;74100;0;Animalia;Mammalia;Carnivora;Canidae;Speothos;venaticus;I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Panama,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of);; Vinegar dog
Speothos venaticus;5800.0;14;74100;0;Animalia;Mammalia;Carnivora;Canidae;Speothos;venaticus;I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Panama,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of);; Savannah Dog
Pseudoryx nghetinhensis;5667.0;31;40600;0;Animalia;Mammalia;Artiodactyla;Bovidae;Pseudoryx;nghetinhensis;I;Lao People's Democratic Republic,Viet Nam;;Saola
Pseudoryx nghetinhensis;5667.0;31;40600;0;Animalia;Mammalia;Artiodactyla;Bovidae;Pseudoryx;nghetinhensis;I;Lao People's Democratic Republic,Viet Nam;; Vu Quang Ox
Lynx pardinus;5581.0;28;172000;1;Animalia;Mammalia;Carnivora;Felidae;Lynx;pardinus;I;Portugal,Spain;;Iberian Lynx
Lynx pardinus;5581.0;28;172000;1;Animalia;Mammalia;Carnivora;Felidae;Lynx;pardinus;I;Portugal,Spain;; Spanish Lynx
Nycticebus coucang;5385.0;48;64700;0;Animalia;Mammalia;Primates;Lorisidae;Nycticebus;coucang;I;Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Thailand;;Greater slow loris
Nycticebus coucang;5385.0;48;64700;0;Animalia;Mammalia;Primates;Lorisidae;Nycticebus;coucang;I;Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Thailand;; Slow Loris
Nycticebus coucang;5385.0;48;64700;0;Animalia;Mammalia;Primates;Lorisidae;Nycticebus;coucang;I;Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Thailand;; Sunda Slow Loris
Geochelone elegans;5366.0;43;57700;0;Animalia;Reptilia;Testudines;Testudinidae;Geochelone;elegans;I;India,Pakistan,Sri Lanka;;Indian Star Tortoise
Geochelone elegans;5366.0;43;57700;0;Animalia;Reptilia;Testudines;Testudinidae;Geochelone;elegans;I;India,Pakistan,Sri Lanka;; Star Tortoise
Acerodon jubatus;5286.0;20;31200;0;Animalia;Mammalia;Chiroptera;Pteropodidae;Acerodon;jubatus;I;Philippines;;Golden-capped Fruit Bat
Acerodon jubatus;5286.0;20;31200;0;Animalia;Mammalia;Chiroptera;Pteropodidae;Acerodon;jubatus;I;Philippines;; Golden-crowned flying fox
Balaenoptera physalus;5258.0;47;217000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;I;Algeria,Angola,Antarctica,Argentina,Australia,Bangladesh,Belgium,Belize,Brazil,Canada,Chile,Colombia,Costa Rica,Côte d'Ivoire,Croatia,Cyprus,Democratic People's Republic of Korea,Denmark,Ecuador,Egypt,El Salvador,Faroe Islands,Fiji,France,French Polynesia,French Southern and Antarctic Territories,Gabon,Germany,Greece,Greenland,Guyana,Honduras,Hong Kong, SAR,Iceland,India,Indonesia,Ireland,Israel,Italy,Japan,Kenya,Madagascar,Malta,Mauritania,Mexico,Monaco,Morocco,Mozambique,Myanmar,Namibia,Netherlands,Netherlands Antilles,New Zealand,Norway,Pakistan,Peru,Poland,Portugal,Republic of Korea,Russian Federation,Sao Tome and Principe,Saudi Arabia,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Taiwan, Province of China,Tunisia,Turkey,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Venezuela (Bolivarian Republic of);;Common Rorqual
Balaenoptera physalus;5258.0;47;217000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;I;Algeria,Angola,Antarctica,Argentina,Australia,Bangladesh,Belgium,Belize,Brazil,Canada,Chile,Colombia,Costa Rica,Côte d'Ivoire,Croatia,Cyprus,Democratic People's Republic of Korea,Denmark,Ecuador,Egypt,El Salvador,Faroe Islands,Fiji,France,French Polynesia,French Southern and Antarctic Territories,Gabon,Germany,Greece,Greenland,Guyana,Honduras,Hong Kong, SAR,Iceland,India,Indonesia,Ireland,Israel,Italy,Japan,Kenya,Madagascar,Malta,Mauritania,Mexico,Monaco,Morocco,Mozambique,Myanmar,Namibia,Netherlands,Netherlands Antilles,New Zealand,Norway,Pakistan,Peru,Poland,Portugal,Republic of Korea,Russian Federation,Sao Tome and Principe,Saudi Arabia,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Taiwan, Province of China,Tunisia,Turkey,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Venezuela (Bolivarian Republic of);; Finback
Balaenoptera physalus;5258.0;47;217000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;I;Algeria,Angola,Antarctica,Argentina,Australia,Bangladesh,Belgium,Belize,Brazil,Canada,Chile,Colombia,Costa Rica,Côte d'Ivoire,Croatia,Cyprus,Democratic People's Republic of Korea,Denmark,Ecuador,Egypt,El Salvador,Faroe Islands,Fiji,France,French Polynesia,French Southern and Antarctic Territories,Gabon,Germany,Greece,Greenland,Guyana,Honduras,Hong Kong, SAR,Iceland,India,Indonesia,Ireland,Israel,Italy,Japan,Kenya,Madagascar,Malta,Mauritania,Mexico,Monaco,Morocco,Mozambique,Myanmar,Namibia,Netherlands,Netherlands Antilles,New Zealand,Norway,Pakistan,Peru,Poland,Portugal,Republic of Korea,Russian Federation,Sao Tome and Principe,Saudi Arabia,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Taiwan, Province of China,Tunisia,Turkey,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Venezuela (Bolivarian Republic of);; Finner
Balaenoptera physalus;5258.0;47;217000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;I;Algeria,Angola,Antarctica,Argentina,Australia,Bangladesh,Belgium,Belize,Brazil,Canada,Chile,Colombia,Costa Rica,Côte d'Ivoire,Croatia,Cyprus,Democratic People's Republic of Korea,Denmark,Ecuador,Egypt,El Salvador,Faroe Islands,Fiji,France,French Polynesia,French Southern and Antarctic Territories,Gabon,Germany,Greece,Greenland,Guyana,Honduras,Hong Kong, SAR,Iceland,India,Indonesia,Ireland,Israel,Italy,Japan,Kenya,Madagascar,Malta,Mauritania,Mexico,Monaco,Morocco,Mozambique,Myanmar,Namibia,Netherlands,Netherlands Antilles,New Zealand,Norway,Pakistan,Peru,Poland,Portugal,Republic of Korea,Russian Federation,Sao Tome and Principe,Saudi Arabia,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Taiwan, Province of China,Tunisia,Turkey,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Venezuela (Bolivarian Republic of);; Fin Whale
Balaenoptera physalus;5258.0;47;217000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;I;Algeria,Angola,Antarctica,Argentina,Australia,Bangladesh,Belgium,Belize,Brazil,Canada,Chile,Colombia,Costa Rica,Côte d'Ivoire,Croatia,Cyprus,Democratic People's Republic of Korea,Denmark,Ecuador,Egypt,El Salvador,Faroe Islands,Fiji,France,French Polynesia,French Southern and Antarctic Territories,Gabon,Germany,Greece,Greenland,Guyana,Honduras,Hong Kong, SAR,Iceland,India,Indonesia,Ireland,Israel,Italy,Japan,Kenya,Madagascar,Malta,Mauritania,Mexico,Monaco,Morocco,Mozambique,Myanmar,Namibia,Netherlands,Netherlands Antilles,New Zealand,Norway,Pakistan,Peru,Poland,Portugal,Republic of Korea,Russian Federation,Sao Tome and Principe,Saudi Arabia,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Taiwan, Province of China,Tunisia,Turkey,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Venezuela (Bolivarian Republic of);; Razorback
Rhodonessa caryophyllacea;4988.0;25;26000;0;Animalia;Aves;Anseriformes;Anatidae;Rhodonessa;caryophyllacea;I;;Bangladesh,India,Nepal;Pink-headed Duck
Dugong dugon;4949.0;43;179000;1;Animalia;Mammalia;Sirenia;Dugongidae;Dugong;dugon;I;Australia,Bahrain,Bangladesh,Brunei Darussalam,Cambodia,China,Comoros,Democratic People's Republic of Korea,Djibouti,Egypt,Eritrea,Guam,India,Indonesia,Iran (Islamic Republic of),Israel,Japan,Kenya,Madagascar,Malaysia,Mauritius,Mayotte,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Oman,Palau,Papua New Guinea,Philippines,Qatar,Saudi Arabia,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,United Arab Emirates,United Republic of Tanzania,Vanuatu,Viet Nam,Yemen;Maldives;Dugong
Dugong dugon;4949.0;43;179000;1;Animalia;Mammalia;Sirenia;Dugongidae;Dugong;dugon;I;Australia,Bahrain,Bangladesh,Brunei Darussalam,Cambodia,China,Comoros,Democratic People's Republic of Korea,Djibouti,Egypt,Eritrea,Guam,India,Indonesia,Iran (Islamic Republic of),Israel,Japan,Kenya,Madagascar,Malaysia,Mauritius,Mayotte,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Oman,Palau,Papua New Guinea,Philippines,Qatar,Saudi Arabia,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,United Arab Emirates,United Republic of Tanzania,Vanuatu,Viet Nam,Yemen;Maldives; Sea Cow
Pristis pectinata;4900.0;19;39900;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;pectinata;I;Argentina,Aruba,Bahamas,Bangladesh,Belize,Bermuda (United Kingdom),Brazil,Cameroon,Costa Rica,Cuba,Honduras,India,Kenya,Lebanon,Madagascar,Mauritius,Mexico,Morocco,Mozambique,Myanmar,Namibia,Netherlands Antilles,Oman,Pakistan,Peru,Sao Tome and Principe,Sierra Leone,Somalia,South Africa,Sri Lanka,Syrian Arab Republic,Thailand,United Republic of Tanzania,United States of America,Western Sahara;Réunion; Smalltooth Sawfish
Pristis pectinata;4900.0;19;39900;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;pectinata;I;Argentina,Aruba,Bahamas,Bangladesh,Belize,Bermuda (United Kingdom),Brazil,Cameroon,Costa Rica,Cuba,Honduras,India,Kenya,Lebanon,Madagascar,Mauritius,Mexico,Morocco,Mozambique,Myanmar,Namibia,Netherlands Antilles,Oman,Pakistan,Peru,Sao Tome and Principe,Sierra Leone,Somalia,South Africa,Sri Lanka,Syrian Arab Republic,Thailand,United Republic of Tanzania,United States of America,Western Sahara;Réunion;Comb shark
Catagonus wagneri;4849.0;26;32900;0;Animalia;Mammalia;Artiodactyla;Tayassuidae;Catagonus;wagneri;I;Argentina,Bolivia (Plurinational State of),Paraguay;;Chacoan Peccary
Catagonus wagneri;4849.0;26;32900;0;Animalia;Mammalia;Artiodactyla;Tayassuidae;Catagonus;wagneri;I;Argentina,Bolivia (Plurinational State of),Paraguay;; Tagua
Eubalaena glacialis;4793.0;37;120000;1;Animalia;Mammalia;Cetacea;Balaenidae;Eubalaena;glacialis;I;Bahamas,Belgium,Bermuda (United Kingdom),Canada,Faroe Islands,France,Germany,Greenland,Iceland,Ireland,Italy,Malta,Morocco,Netherlands,Norway,Portugal,Russian Federation,Saint Helena and Dependencies (United Kingdom),Spain,Svalbard and Jan Mayen Islands,United Kingdom of Great Britain and Northern Ireland,United States of America;;Black Right Whale
Eubalaena glacialis;4793.0;37;120000;1;Animalia;Mammalia;Cetacea;Balaenidae;Eubalaena;glacialis;I;Bahamas,Belgium,Bermuda (United Kingdom),Canada,Faroe Islands,France,Germany,Greenland,Iceland,Ireland,Italy,Malta,Morocco,Netherlands,Norway,Portugal,Russian Federation,Saint Helena and Dependencies (United Kingdom),Spain,Svalbard and Jan Mayen Islands,United Kingdom of Great Britain and Northern Ireland,United States of America;; North Atlantic right whale
